Text,Emotion,Label
i dont know how to explain it very well its like i am happily bobbing along exploring an abstract universe all on my own but when i make contact with something i get excited and happy and i feel satisfied like ive formed a special bond with whatever ive encountered,happy,5
i was impressed with how dunham portrayed hannahs whole experience from trying to deny that its happening to feeling offended when you feel like someone is trying to minimise the distress its causing you,anger,1
i didnt start feeling nervous until friday and on saturday i didnt feel as much nervous as scared and respectful of the enormous challenge that laid before me,fear,4
i feel specially fond of,love,2
i feel carefree and weightless and yet worried and grounded all at the same time,happy,5
i feel surprised by my reaction because as a younger woman i always thought i would be a darling older woman,surprise,3
i feel however that this administration is so dangerous i have no moral choice but to speak,anger,1
i want to wimp out on feeling outraged,anger,1
i just cant make proper conversation and feel annoyed by little things,anger,1
i feel so badly and i know they are suffering so for me to complain about the cold is nonsense i d gladly give them anything i could to help fix the problems there,sadness,0
i feel herpes coming i would be very surprised at this point if i make it out again after my checkup at the clinic on wednesday,surprise,3
i feel troubled by his hunger and his homelessness,sadness,0
i already feel like im being tortured by not having any,fear,4
i feeling irritable,anger,1
i feel terrible for having snapped at him,sadness,0
i am thinking about everyones future and not my own i feel so alone useless and am wondering what the hell am i doing wrong that i only feel like a roommate and nothing else,sadness,0
i feel like my life has become rather dull it lacks excitement but i feel next year will be different,sadness,0
i feel any artist that puts forth a piece of work even ones i do not agree with should be respected even if it s just for the sake of them overcoming the shackles of our society s norms,happy,5
ive been munching on craisins when i feel like something sweet,love,2
im temporarily wounded feeling like an idiot and have already missed yoga because of the fall,sadness,0
i was feeling resentful enough to want to write about it here which means i need to work on look getting my hackles raised when others judge me,anger,1
i love the feeling of being treasured to feel like youre needed who doesnt right,love,2
i am feeling grumpy i put this on,anger,1
i think this has caused me to resonate more deeply with others who lack connection and support who are alone who feel they do not have support who are suffering,sadness,0
